"colour_image_dir","box_image_dir","label_text","turn_left","move_forward","turn_right","stop","xmin","ymin","xmax","ymax"
"cv2_colour_0.png","cv2_single_0.png","Not moving","0","0","0","1","0","1","255","255"
"cv2_colour_1.png","cv2_single_1.png","Not moving","0","0","0","1","23","2","193","256"
"cv2_colour_2.png","cv2_single_2.png","Not moving","0","0","0","1","22","1","194","255"
"cv2_colour_3.png","cv2_single_3.png","Not moving","0","0","0","1","23","1","194","255"
"cv2_colour_4.png","cv2_single_4.png","Not moving","0","0","0","1","23","1","193","255"
"cv2_colour_5.png","cv2_single_5.png","Not moving","0","0","0","1","25","1","194","255"
"cv2_colour_6.png","cv2_single_6.png","Not moving","0","0","0","1","33","0","200","255"
"cv2_colour_7.png","cv2_single_7.png","Not moving","0","0","0","1","35","0","199","255"
"cv2_colour_8.png","cv2_single_8.png","Not moving","0","0","0","1","35","0","189","255"
"cv2_colour_9.png","cv2_single_9.png","Not moving","0","0","0","1","35","0","190","255"
"cv2_colour_10.png","cv2_single_10.png","Not moving","0","0","0","1","40","0","204","254"
"cv2_colour_11.png","cv2_single_11.png","Not moving","0","0","0","1","40","0","214","254"
"cv2_colour_12.png","cv2_single_12.png","Not moving","0","0","0","1","28","0","230","254"
"cv2_colour_13.png","cv2_single_13.png","Not moving","0","0","0","1","16","0","236","254"
"cv2_colour_14.png","cv2_single_14.png","Not moving","0","0","0","1","9","0","239","254"
"cv2_colour_15.png","cv2_single_15.png","Not moving","0","0","0","1","5","0","241","254"
"cv2_colour_16.png","cv2_single_16.png","Not moving","0","0","0","1","2","0","242","254"
"cv2_colour_17.png","cv2_single_17.png","Not moving","0","0","0","1","1","0","244","254"
"cv2_colour_18.png","cv2_single_18.png","Not moving","0","0","0","1","0","0","244","254"
"cv2_colour_19.png","cv2_single_19.png","Not moving","0","0","0","1","0","0","245","254"
"cv2_colour_20.png","cv2_single_20.png","Not moving","0","0","0","1","0","0","245","254"
"cv2_colour_21.png","cv2_single_21.png","Not moving","0","0","0","1","0","0","244","254"
"cv2_colour_22.png","cv2_single_22.png","Not moving","0","0","0","1","0","0","244","254"
"cv2_colour_23.png","cv2_single_23.png","Not moving","0","0","0","1","0","0","244","254"
"cv2_colour_24.png","cv2_single_24.png","Not moving","0","0","0","1","0","0","241","254"
"cv2_colour_25.png","cv2_single_25.png","Not moving","0","0","0","1","0","0","231","254"
