"colour_image_dir","box_image_dir","label_text","turn_left","move_forward","turn_right","stop","xmin","ymin","xmax","ymax"
"cv2_colour_261.png","cv2_single_261.png","Turning right","0","0","1","0","187","0","256","252"
"cv2_colour_262.png","cv2_single_262.png","Turning right","0","0","1","0","180","0","255","252"
"cv2_colour_263.png","cv2_single_263.png","Turning right","0","0","1","0","181","0","254","252"
"cv2_colour_264.png","cv2_single_264.png","Turning right","0","0","1","0","180","0","254","252"
"cv2_colour_265.png","cv2_single_265.png","Turning right","0","0","1","0","183","0","253","252"
"cv2_colour_266.png","cv2_single_266.png","Turning right","0","0","1","0","183","2","253","252"
"cv2_colour_267.png","cv2_single_267.png","Turning right","0","0","1","0","189","31","253","252"
"cv2_colour_268.png","cv2_single_268.png","Turning right","0","0","1","0","190","40","253","252"
"cv2_colour_269.png","cv2_single_269.png","Turning right","0","0","1","0","193","55","253","252"
"cv2_colour_270.png","cv2_single_270.png","Turning right","0","0","1","0","194","63","253","252"
"cv2_colour_271.png","cv2_single_271.png","Turning right","0","0","1","0","196","70","253","252"
"cv2_colour_272.png","cv2_single_272.png","Turning right","0","0","1","0","197","75","253","252"
"cv2_colour_273.png","cv2_single_273.png","Turning right","0","0","1","0","197","77","254","252"
"cv2_colour_274.png","cv2_single_274.png","Turning right","0","0","1","0","191","48","253","253"
"cv2_colour_275.png","cv2_single_275.png","Turning right","0","0","1","0","187","42","254","253"
"cv2_colour_276.png","cv2_single_276.png","Turning right","0","0","1","0","179","28","253","253"
"cv2_colour_277.png","cv2_single_277.png","Turning right","0","0","1","0","174","22","254","252"
"cv2_colour_278.png","cv2_single_278.png","Turning right","0","0","1","0","166","15","247","252"
"cv2_colour_279.png","cv2_single_279.png","Turning right","0","0","1","0","160","12","243","252"
"cv2_colour_280.png","cv2_single_280.png","Turning right","0","0","1","0","148","8","238","253"
"cv2_colour_281.png","cv2_single_281.png","Turning right","0","0","1","0","138","6","230","252"
"cv2_colour_282.png","cv2_single_282.png","Turning right","0","0","1","0","129","4","225","252"
